"dataset_id","row_id","series_id","last_mod_","lon_s","lat_s","lon_e","lat_e","date_s","date_e","datetime_s","datetime_e","length_km","speed_kph","eff_status","ds_type"
706,"706_23793118","ARTE_370","2011-02-24 13:46:25",-23.64,68.13,-19.66,68.14,"2007-08-16","2007-08-16","2007-08-16 01:39:00","2007-08-16 13:23:00",165.45,14.10,,"lntag"
706,"706_23793119","ARTE_370","2011-02-24 13:46:25",-19.66,68.14,-21.19,67.15,"2007-08-16","2007-08-17","2007-08-16 13:23:00","2007-08-17 01:29:00",128.10,10.58,,"lntag"
706,"706_23793120","ARTE_370","2011-02-24 13:46:25",-21.19,67.15,-23.22,67.42,"2007-08-17","2007-08-17","2007-08-17 01:29:00","2007-08-17 13:37:00",92.54,7.62,,"lntag"
706,"706_23793121","ARTE_370","2011-02-24 13:46:25",-23.22,67.42,-34.5,65.29,"2007-08-17","2007-08-18","2007-08-17 13:37:00","2007-08-18 02:22:00",557.04,43.68,,"lntag"
706,"706_23793122","ARTE_370","2011-02-24 13:46:25",-34.5,65.29,-31.02,63.89,"2007-08-18","2007-08-18","2007-08-18 02:22:00","2007-08-18 14:08:00",228.29,19.40,,"lntag"
706,"706_23793123","ARTE_370","2011-02-24 13:46:25",-31.02,63.89,-36.3,60.69,"2007-08-18","2007-08-19","2007-08-18 14:08:00","2007-08-19 02:29:00",449.45,36.39,,"lntag"
706,"706_23793124","ARTE_370","2011-02-24 13:46:25",-36.3,60.69,-32.58,59.03,"2007-08-19","2007-08-19","2007-08-19 02:29:00","2007-08-19 14:14:00",278.59,23.71,,"lntag"
706,"706_23793125","ARTE_370","2011-02-24 13:46:25",-32.58,59.03,-33.61,56.64,"2007-08-19","2007-08-20","2007-08-19 14:14:00","2007-08-20 02:18:00",273.11,22.63,,"lntag"
706,"706_23793126","ARTE_370","2011-02-24 13:46:25",-33.61,56.64,-33.64,56.69,"2007-08-20","2007-08-20","2007-08-20 02:18:00","2007-08-20 14:18:00",5.86,0.48,,"lntag"
706,"706_23793127","ARTE_370","2011-02-24 13:46:25",-33.64,56.69,-35.67,55.8,"2007-08-20","2007-08-21","2007-08-20 14:18:00","2007-08-21 02:26:00",160.17,13.20,,"lntag"
706,"706_23793128","ARTE_370","2011-02-24 13:46:25",-35.67,55.8,-34.2,54.83,"2007-08-21","2007-08-21","2007-08-21 02:26:00","2007-08-21 14:20:00",142.72,11.99,,"lntag"
706,"706_23793129","ARTE_370","2011-02-24 13:46:25",-34.2,54.83,-33.48,54.6,"2007-08-21","2007-08-22","2007-08-21 14:20:00","2007-08-22 02:17:00",52.99,4.43,,"lntag"
706,"706_23793130","ARTE_370","2011-02-24 13:46:25",-33.48,54.6,-32.51,54.9,"2007-08-22","2007-08-22","2007-08-22 02:17:00","2007-08-22 14:13:00",70.82,5.93,,"lntag"
706,"706_23793131","ARTE_370","2011-02-24 13:46:25",-32.51,54.9,-34.54,52.93,"2007-08-22","2007-08-23","2007-08-22 14:13:00","2007-08-23 02:21:00",256.62,21.15,,"lntag"
706,"706_23793132","ARTE_370","2011-02-24 13:46:25",-34.54,52.93,-32.57,51.33,"2007-08-23","2007-08-23","2007-08-23 02:21:00","2007-08-23 14:13:00",223.35,18.82,,"lntag"
706,"706_23793133","ARTE_370","2011-02-24 13:46:25",-32.57,51.33,-35.11,47.59,"2007-08-23","2007-08-24","2007-08-23 14:13:00","2007-08-24 02:23:00",454.82,37.38,,"lntag"
706,"706_23793134","ARTE_370","2011-02-24 13:46:25",-35.11,47.59,-37.14,47.53,"2007-08-24","2007-08-24","2007-08-24 02:23:00","2007-08-24 14:31:00",152.91,12.60,,"lntag"
706,"706_23793135","ARTE_370","2011-02-24 13:46:25",-37.14,47.53,-36.93,50.23,"2007-08-24","2007-08-25","2007-08-24 14:31:00","2007-08-25 02:30:00",300.65,25.08,,"lntag"
706,"706_23793136","ARTE_370","2011-02-24 13:46:25",-36.93,50.23,-36.46,50.21,"2007-08-25","2007-08-25","2007-08-25 02:30:00","2007-08-25 14:28:00",33.61,2.80,,"lntag"
706,"706_23793137","ARTE_370","2011-02-24 13:46:25",-36.46,50.21,-35.49,51.3,"2007-08-25","2007-08-26","2007-08-25 14:28:00","2007-08-26 02:24:00",139.23,11.66,,"lntag"
706,"706_23793138","ARTE_370","2011-02-24 13:46:25",-35.49,51.3,-33.78,50.92,"2007-08-26","2007-08-26","2007-08-26 02:24:00","2007-08-26 14:17:00",126.99,10.68,,"lntag"
706,"706_23793139","ARTE_370","2011-02-24 13:46:25",-33.78,50.92,-33.06,50.52,"2007-08-26","2007-08-27","2007-08-26 14:17:00","2007-08-27 02:14:00",67.56,5.65,,"lntag"
706,"706_23793140","ARTE_370","2011-02-24 13:46:25",-33.06,50.52,-30.1,49.28,"2007-08-27","2007-08-27","2007-08-27 02:14:00","2007-08-27 14:02:00",253.43,21.47,,"lntag"
706,"706_23793141","ARTE_370","2011-02-24 13:46:25",-30.1,49.28,-30.14,46.53,"2007-08-27","2007-08-28","2007-08-27 14:02:00","2007-08-28 02:02:00",305.78,25.48,,"lntag"
706,"706_23793142","ARTE_370","2011-02-24 13:46:25",-30.14,46.53,-29.92,46.93,"2007-08-28","2007-08-28","2007-08-28 02:02:00","2007-08-28 14:01:00",47.53,3.96,,"lntag"
706,"706_23793143","ARTE_370","2011-02-24 13:46:25",-29.92,46.93,-28.46,48.71,"2007-08-28","2007-08-29","2007-08-28 14:01:00","2007-08-29 01:55:00",226.09,18.99,,"lntag"
706,"706_23793144","ARTE_370","2011-02-24 13:46:25",-28.46,48.71,-28.5,49.99,"2007-08-29","2007-08-29","2007-08-29 01:55:00","2007-08-29 13:55:00",142.38,11.86,,"lntag"
706,"706_23793145","ARTE_370","2011-02-24 13:46:25",-28.5,49.99,-29.53,49.52,"2007-08-29","2007-08-30","2007-08-29 13:55:00","2007-08-30 01:59:00",90.78,7.52,,"lntag"
706,"706_23793146","ARTE_370","2011-02-24 13:46:25",-29.53,49.52,-29.57,49.03,"2007-08-30","2007-08-30","2007-08-30 01:59:00","2007-08-30 13:59:00",54.57,4.54,,"lntag"
706,"706_23793147","ARTE_370","2011-02-24 13:46:25",-29.57,49.03,-29.61,49.45,"2007-08-30","2007-08-31","2007-08-30 13:59:00","2007-08-31 01:59:00",46.80,3.90,,"lntag"
706,"706_23793148","ARTE_370","2011-02-24 13:46:25",-29.61,49.45,-28.9,49.41,"2007-08-31","2007-08-31","2007-08-31 01:59:00","2007-08-31 13:56:00",51.69,4.32,,"lntag"
706,"706_23793149","ARTE_370","2011-02-24 13:46:25",-28.9,49.41,-28.94,48.89,"2007-08-31","2007-09-01","2007-08-31 13:56:00","2007-09-01 01:56:00",57.90,4.82,,"lntag"
706,"706_23793150","ARTE_370","2011-02-24 13:46:25",-28.94,48.89,-29.85,50.05,"2007-09-01","2007-09-01","2007-09-01 01:56:00","2007-09-01 13:59:00",144.89,12.02,,"lntag"
706,"706_23793151","ARTE_370","2011-02-24 13:46:25",-29.85,50.05,-32.27,48.8,"2007-09-01","2007-09-02","2007-09-01 13:59:00","2007-09-02 02:09:00",223.92,18.40,,"lntag"
706,"706_23793152","ARTE_370","2011-02-24 13:46:25",-32.27,48.8,-33.06,47.69,"2007-09-02","2007-09-02","2007-09-02 02:09:00","2007-09-02 14:12:00",136.66,11.34,,"lntag"
706,"706_23793153","ARTE_370","2011-02-24 13:46:25",-33.06,47.69,-33.35,48.69,"2007-09-02","2007-09-03","2007-09-02 14:12:00","2007-09-03 02:13:00",113.26,9.42,,"lntag"
706,"706_23793154","ARTE_370","2011-02-24 13:46:25",-33.35,48.69,-35.64,51.18,"2007-09-03","2007-09-03","2007-09-03 02:13:00","2007-09-03 14:22:00",322.03,26.50,,"lntag"
706,"706_23793155","ARTE_370","2011-02-24 13:46:25",-35.64,51.18,-39.68,49.67,"2007-09-03","2007-09-04","2007-09-03 14:22:00","2007-09-04 02:38:00",332.54,27.10,,"lntag"
706,"706_23793156","ARTE_370","2011-02-24 13:46:25",-39.68,49.67,-43.22,49.64,"2007-09-04","2007-09-04","2007-09-04 02:38:00","2007-09-04 14:52:00",255.61,20.89,,"lntag"
706,"706_23793157","ARTE_370","2011-02-24 13:46:25",-43.22,49.64,-45.26,51.68,"2007-09-04","2007-09-05","2007-09-04 14:52:00","2007-09-05 03:00:00",268.87,22.15,,"lntag"
706,"706_23793158","ARTE_370","2011-02-24 13:46:25",-45.26,51.68,-44.06,49.57,"2007-09-05","2007-09-05","2007-09-05 03:00:00","2007-09-05 14:55:00",249.59,20.94,,"lntag"
706,"706_23793159","ARTE_370","2011-02-24 13:46:25",-44.06,49.57,-43.1,49.52,"2007-09-05","2007-09-06","2007-09-05 14:55:00","2007-09-06 02:51:00",69.69,5.84,,"lntag"
706,"706_23793160","ARTE_370","2011-02-24 13:46:25",-43.1,49.52,-40.89,48.89,"2007-09-06","2007-09-06","2007-09-06 02:51:00","2007-09-06 14:42:00",175.61,14.82,,"lntag"
706,"706_23793161","ARTE_370","2011-02-24 13:46:25",-40.89,48.89,-40.18,47.57,"2007-09-06","2007-09-07","2007-09-06 14:42:00","2007-09-07 02:39:00",155.96,13.05,,"lntag"
706,"706_23793162","ARTE_370","2011-02-24 13:46:25",-40.18,47.57,-39.22,47.47,"2007-09-07","2007-09-07","2007-09-07 02:39:00","2007-09-07 14:35:00",73.15,6.13,,"lntag"
706,"706_23793163","ARTE_370","2011-02-24 13:46:25",-39.22,47.47,-38.02,48.69,"2007-09-07","2007-09-08","2007-09-07 14:35:00","2007-09-08 02:30:00",162.46,13.63,,"lntag"
706,"706_23793164","ARTE_370","2011-02-24 13:46:25",-38.02,48.69,-37.56,49.9,"2007-09-08","2007-09-08","2007-09-08 02:30:00","2007-09-08 14:28:00",138.66,11.58,,"lntag"
706,"706_23793165","ARTE_370","2011-02-24 13:46:25",-37.56,49.9,-37.1,50.48,"2007-09-08","2007-09-09","2007-09-08 14:28:00","2007-09-09 02:26:00",72.39,6.04,,"lntag"
706,"706_23793166","ARTE_370","2011-02-24 13:46:25",-37.1,50.48,-34.89,49.16,"2007-09-09","2007-09-09","2007-09-09 02:26:00","2007-09-09 14:17:00",216.42,18.26,,"lntag"
706,"706_23793167","ARTE_370","2011-02-24 13:46:25",-34.89,49.16,-33.69,48.39,"2007-09-09","2007-09-10","2007-09-09 14:17:00","2007-09-10 02:12:00",122.92,10.31,,"lntag"
706,"706_23793168","ARTE_370","2011-02-24 13:46:25",-33.69,48.39,-32.98,49.72,"2007-09-10","2007-09-10","2007-09-10 02:12:00","2007-09-10 14:09:00",156.74,13.11,,"lntag"
706,"706_23793169","ARTE_370","2011-02-24 13:46:25",-32.98,49.72,-34.28,46.68,"2007-09-10","2007-09-11","2007-09-10 14:09:00","2007-09-11 02:14:00",351.55,29.09,,"lntag"
706,"706_23793170","ARTE_370","2011-02-24 13:46:25",-34.28,46.68,-33.82,44.81,"2007-09-11","2007-09-11","2007-09-11 02:14:00","2007-09-11 14:12:00",210.90,17.62,,"lntag"
706,"706_23793171","ARTE_370","2011-02-24 13:46:25",-33.82,44.81,-33.86,44.61,"2007-09-11","2007-09-12","2007-09-11 14:12:00","2007-09-12 02:12:00",22.45,1.87,,"lntag"
706,"706_23793172","ARTE_370","2011-02-24 13:46:25",-33.86,44.61,-32.66,43.41,"2007-09-12","2007-09-12","2007-09-12 02:12:00","2007-09-12 14:07:00",164.42,13.79,,"lntag"
706,"706_23793173","ARTE_370","2011-02-24 13:46:25",-32.66,43.41,-30.45,46.07,"2007-09-12","2007-09-13","2007-09-12 14:07:00","2007-09-13 01:58:00",343.49,28.98,,"lntag"
706,"706_23793174","ARTE_370","2011-02-24 13:46:25",-30.45,46.07,-28.79,46.67,"2007-09-13","2007-09-14","2007-09-13 01:58:00","2007-09-14 01:51:00",144.08,6.03,,"lntag"
706,"706_23793175","ARTE_370","2011-02-24 13:46:25",-28.79,46.67,-28.83,47.46,"2007-09-14","2007-09-14","2007-09-14 01:51:00","2007-09-14 13:51:00",87.87,7.32,,"lntag"
706,"706_23793176","ARTE_370","2011-02-24 13:46:25",-28.83,47.46,-26.88,52.43,"2007-09-14","2007-09-15","2007-09-14 13:51:00","2007-09-15 01:43:00",570.18,48.04,,"lntag"
706,"706_23793177","ARTE_370","2011-02-24 13:46:25",-26.88,52.43,-22.17,49.07,"2007-09-15","2007-09-15","2007-09-15 01:43:00","2007-09-15 13:24:00",499.99,42.79,,"lntag"
706,"706_23793178","ARTE_370","2011-02-24 13:46:25",-22.17,49.07,-20.46,42.36,"2007-09-15","2007-09-16","2007-09-15 13:24:00","2007-09-16 01:17:00",757.52,63.74,,"lntag"
706,"706_23793179","ARTE_370","2011-02-24 13:46:25",-20.46,42.36,-18.01,40.58,"2007-09-16","2007-09-16","2007-09-16 01:17:00","2007-09-16 13:07:00",284.52,24.04,,"lntag"
706,"706_23793180","ARTE_370","2011-02-24 13:46:25",-18.01,40.58,-18.05,33.19,"2007-09-16","2007-09-17","2007-09-16 13:07:00","2007-09-17 01:07:00",820.11,68.34,,"lntag"
706,"706_23793181","ARTE_370","2011-02-24 13:46:25",-18.05,33.19,-17.35,32.17,"2007-09-17","2007-09-17","2007-09-17 01:07:00","2007-09-17 13:04:00",130.78,10.94,,"lntag"
706,"706_23793182","ARTE_370","2011-02-24 13:46:25",-17.35,32.17,-16.39,33.24,"2007-09-17","2007-09-18","2007-09-17 13:04:00","2007-09-18 01:00:00",148.93,12.48,,"lntag"
706,"706_23793183","ARTE_370","2011-02-24 13:46:25",-16.39,33.24,-18.19,43.22,"2007-09-18","2007-09-18","2007-09-18 01:00:00","2007-09-18 13:07:00",1118.86,92.34,,"lntag"
706,"706_23793184","ARTE_370","2011-02-24 13:46:25",-18.19,43.22,-29.26,-12.49,"2007-09-18","2007-10-04","2007-09-18 13:07:00","2007-10-04 01:46:00",6270.72,16.82,,"lntag"
706,"706_23793185","ARTE_370","2011-02-24 13:46:25",-29.26,-12.49,-32.05,-12.03,"2007-10-04","2007-10-04","2007-10-04 01:46:00","2007-10-04 13:57:00",307.77,25.26,,"lntag"
706,"706_23793186","ARTE_370","2011-02-24 13:46:25",-32.05,-12.03,-34.59,-14.02,"2007-10-04","2007-10-05","2007-10-04 13:57:00","2007-10-05 02:07:00",352.66,28.98,,"lntag"
706,"706_23793187","ARTE_370","2011-02-24 13:46:25",-34.59,-14.02,-35.87,-6.08,"2007-10-05","2007-10-05","2007-10-05 02:07:00","2007-10-05 14:12:00",889.36,73.60,,"lntag"
706,"706_23793188","ARTE_370","2011-02-24 13:46:25",-35.87,-6.08,-37.16,-5.85,"2007-10-05","2007-10-06","2007-10-05 14:12:00","2007-10-06 02:17:00",145.07,12.00,,"lntag"
706,"706_23793189","ARTE_370","2011-02-24 13:46:25",-37.16,-5.85,-38.45,-5.64,"2007-10-06","2007-10-06","2007-10-06 02:17:00","2007-10-06 14:22:00",144.76,11.98,,"lntag"
706,"706_23793190","ARTE_370","2011-02-24 13:46:25",-38.45,-5.64,-38.99,-10.13,"2007-10-06","2007-10-07","2007-10-06 14:22:00","2007-10-07 02:24:00",500.13,41.56,,"lntag"
706,"706_23793191","ARTE_370","2011-02-24 13:46:25",-38.99,-10.13,-39.77,-9.81,"2007-10-07","2007-10-07","2007-10-07 02:24:00","2007-10-07 14:27:00",92.56,7.68,,"lntag"
706,"706_23793192","ARTE_370","2011-02-24 13:46:25",-39.77,-9.81,-38.56,-19.19,"2007-10-07","2007-10-08","2007-10-07 14:27:00","2007-10-08 02:22:00",1046.00,87.77,,"lntag"
706,"706_23793193","ARTE_370","2011-02-24 13:46:25",-38.56,-19.19,-39.09,-23.58,"2007-10-08","2007-10-08","2007-10-08 02:22:00","2007-10-08 14:24:00",489.16,40.65,,"lntag"
706,"706_23793194","ARTE_370","2011-02-24 13:46:25",-39.09,-23.58,-39.13,-24.55,"2007-10-08","2007-10-09","2007-10-08 14:24:00","2007-10-09 02:24:00",107.51,8.95,,"lntag"
706,"706_23793195","ARTE_370","2011-02-24 13:46:25",-39.13,-24.55,-40.91,-28.12,"2007-10-09","2007-10-09","2007-10-09 02:24:00","2007-10-09 14:31:00",433.59,35.78,,"lntag"
706,"706_23793196","ARTE_370","2011-02-24 13:46:25",-40.91,-28.12,-42.7,-27.57,"2007-10-09","2007-10-10","2007-10-09 14:31:00","2007-10-10 02:38:00",186.55,15.39,,"lntag"
706,"706_23793197","ARTE_370","2011-02-24 13:46:25",-42.7,-27.57,-43.48,-24.42,"2007-10-10","2007-10-10","2007-10-10 02:38:00","2007-10-10 14:41:00",357.61,29.67,,"lntag"
706,"706_23793198","ARTE_370","2011-02-24 13:46:25",-43.48,-24.42,-45.26,-21.14,"2007-10-10","2007-10-11","2007-10-10 14:41:00","2007-10-11 02:48:00",406.61,33.55,,"lntag"
706,"706_23793199","ARTE_370","2011-02-24 13:46:25",-45.26,-21.14,-45.8,-17.77,"2007-10-11","2007-10-11","2007-10-11 02:48:00","2007-10-11 14:50:00",377.33,31.35,,"lntag"
706,"706_23793200","ARTE_370","2011-02-24 13:46:25",-45.8,-17.77,-46.08,-18.86,"2007-10-11","2007-10-12","2007-10-11 14:50:00","2007-10-12 02:51:00",124.22,10.33,,"lntag"
706,"706_23793201","ARTE_370","2011-02-24 13:46:25",-46.08,-18.86,-48.11,-22.57,"2007-10-12","2007-10-12","2007-10-12 02:51:00","2007-10-12 14:59:00",461.95,38.07,,"lntag"
706,"706_23793202","ARTE_370","2011-02-24 13:46:25",-48.11,-22.57,-47.64,-28.14,"2007-10-12","2007-10-13","2007-10-12 14:59:00","2007-10-13 02:57:00",618.84,51.71,,"lntag"
706,"706_23793203","ARTE_370","2011-02-24 13:46:25",-47.64,-28.14,-48.92,-30.85,"2007-10-13","2007-10-13","2007-10-13 02:57:00","2007-10-13 15:02:00",325.01,26.89,,"lntag"
706,"706_23793204","ARTE_370","2011-02-24 13:46:25",-48.92,-30.85,-46.7,-37.6,"2007-10-13","2007-10-14","2007-10-13 15:02:00","2007-10-14 02:53:00",776.11,65.49,,"lntag"
706,"706_23793205","ARTE_370","2011-02-24 13:46:25",-46.7,-37.6,-45.48,-38.68,"2007-10-14","2007-10-14","2007-10-14 02:53:00","2007-10-14 14:48:00",160.65,13.48,,"lntag"
706,"706_23793206","ARTE_370","2011-02-24 13:46:25",-45.48,-38.68,-46.76,-33.25,"2007-10-14","2007-10-15","2007-10-14 14:48:00","2007-10-15 02:53:00",613.44,50.76,,"lntag"
706,"706_23793207","ARTE_370","2011-02-24 13:46:25",-46.76,-33.25,-48.04,-32.79,"2007-10-15","2007-10-15","2007-10-15 02:53:00","2007-10-15 14:58:00",130.01,10.76,,"lntag"
706,"706_23793208","ARTE_370","2011-02-24 13:46:25",-48.04,-32.79,-49.32,-32.34,"2007-10-15","2007-10-16","2007-10-15 14:58:00","2007-10-16 03:03:00",130.14,10.77,,"lntag"
706,"706_23793209","ARTE_370","2011-02-24 13:46:25",-49.32,-32.34,-52.59,-35.25,"2007-10-16","2007-10-16","2007-10-16 03:03:00","2007-10-16 15:16:00",442.52,36.22,,"lntag"
706,"706_23793210","ARTE_370","2011-02-24 13:46:25",-52.59,-35.25,-53.87,-37.83,"2007-10-16","2007-10-17","2007-10-16 15:16:00","2007-10-17 03:21:00",308.38,25.52,,"lntag"
706,"706_23793211","ARTE_370","2011-02-24 13:46:25",-53.87,-37.83,-55.4,-37.39,"2007-10-17","2007-10-17","2007-10-17 03:21:00","2007-10-17 15:27:00",143.64,11.87,,"lntag"
706,"706_23793212","ARTE_370","2011-02-24 13:46:25",-55.4,-37.39,-55.67,-39.04,"2007-10-17","2007-10-18","2007-10-17 15:27:00","2007-10-18 03:28:00",184.67,15.36,,"lntag"
706,"706_23793213","ARTE_370","2011-02-24 13:46:25",-55.67,-39.04,-55.95,-38.62,"2007-10-18","2007-10-18","2007-10-18 03:28:00","2007-10-18 15:29:00",52.58,4.37,,"lntag"
706,"706_23793214","ARTE_370","2011-02-24 13:46:25",-55.95,-38.62,-55.72,-39.51,"2007-10-18","2007-10-19","2007-10-18 15:29:00","2007-10-19 03:28:00",100.79,8.41,,"lntag"
706,"706_23793215","ARTE_370","2011-02-24 13:46:25",-55.72,-39.51,-55.74,-39.09,"2007-10-19","2007-10-19","2007-10-19 03:28:00","2007-10-19 15:28:00",46.66,3.88,,"lntag"
706,"706_23793216","ARTE_370","2011-02-24 13:46:25",-55.74,-39.09,-56.27,-38.05,"2007-10-19","2007-10-20","2007-10-19 15:28:00","2007-10-20 03:30:00",124.34,10.33,,"lntag"
706,"706_23793217","ARTE_370","2011-02-24 13:46:25",-56.27,-38.05,-57.54,-38.29,"2007-10-20","2007-10-20","2007-10-20 03:30:00","2007-10-20 15:35:00",114.43,9.47,,"lntag"
706,"706_23793218","ARTE_370","2011-02-24 13:46:25",-57.54,-38.29,-56.06,-42.04,"2007-10-20","2007-10-21","2007-10-20 15:35:00","2007-10-21 03:29:00",435.04,36.55,,"lntag"
706,"706_23793219","ARTE_370","2011-02-24 13:46:25",-56.06,-42.04,-56.08,-42.72,"2007-10-21","2007-10-21","2007-10-21 03:29:00","2007-10-21 15:29:00",75.55,6.29,,"lntag"
706,"706_23793220","ARTE_370","2011-02-24 13:46:25",-56.08,-42.72,-55.85,-42.86,"2007-10-21","2007-10-22","2007-10-21 15:29:00","2007-10-22 03:28:00",24.41,2.03,,"lntag"
706,"706_23793221","ARTE_370","2011-02-24 13:46:25",-55.85,-42.86,-55.87,-42.49,"2007-10-22","2007-10-22","2007-10-22 03:28:00","2007-10-22 15:28:00",41.13,3.42,,"lntag"
706,"706_23793222","ARTE_370","2011-02-24 13:46:25",-55.87,-42.49,-55.64,-42.63,"2007-10-22","2007-10-23","2007-10-22 15:28:00","2007-10-23 03:27:00",24.46,2.04,,"lntag"
706,"706_23793223","ARTE_370","2011-02-24 13:46:25",-55.64,-42.63,-56.91,-43.26,"2007-10-23","2007-10-23","2007-10-23 03:27:00","2007-10-23 15:32:00",125.06,10.35,,"lntag"
706,"706_23793224","ARTE_370","2011-02-24 13:46:25",-56.91,-43.26,-54.42,-46.94,"2007-10-23","2007-10-24","2007-10-23 15:32:00","2007-10-24 03:22:00",453.44,38.31,,"lntag"
706,"706_23793225","ARTE_370","2011-02-24 13:46:25",-54.42,-46.94,-54.44,-48.19,"2007-10-24","2007-10-24","2007-10-24 03:22:00","2007-10-24 15:22:00",138.98,11.58,,"lntag"
706,"706_23793226","ARTE_370","2011-02-24 13:46:25",-54.44,-48.19,-51.45,-50.72,"2007-10-24","2007-10-25","2007-10-24 15:22:00","2007-10-25 03:10:00",355.14,30.09,,"lntag"
706,"706_23793227","ARTE_370","2011-02-24 13:46:25",-51.45,-50.72,-56.22,-53.75,"2007-10-25","2007-10-25","2007-10-25 03:10:00","2007-10-25 15:29:00",468.70,38.05,,"lntag"
706,"706_23793228","ARTE_370","2011-02-24 13:46:25",-56.22,-53.75,-55.48,-56.96,"2007-10-25","2007-10-26","2007-10-25 15:29:00","2007-10-26 03:26:00",360.43,30.16,,"lntag"
706,"706_23793229","ARTE_370","2011-02-24 13:46:25",-55.48,-56.96,-57,-57.33,"2007-10-26","2007-10-26","2007-10-26 03:26:00","2007-10-26 15:32:00",100.81,8.33,,"lntag"
706,"706_23793230","ARTE_370","2011-02-24 13:46:25",-57,-57.33,-53.76,-59.63,"2007-10-26","2007-10-27","2007-10-26 15:32:00","2007-10-27 03:19:00",318.29,27.01,,"lntag"
706,"706_23793231","ARTE_370","2011-02-24 13:46:25",-53.76,-59.63,-53.52,-60.07,"2007-10-27","2007-10-27","2007-10-27 03:19:00","2007-10-27 15:18:00",50.83,4.24,,"lntag"
706,"706_23793232","ARTE_370","2011-02-24 13:46:25",-53.52,-60.07,-53.03,-59.81,"2007-10-27","2007-10-28","2007-10-27 15:18:00","2007-10-28 03:16:00",39.86,3.33,,"lntag"
706,"706_23793233","ARTE_370","2011-02-24 13:46:25",-53.03,-59.81,-56.29,-60.39,"2007-10-28","2007-10-28","2007-10-28 03:16:00","2007-10-28 15:29:00",192.50,15.75,,"lntag"
706,"706_23793234","ARTE_370","2011-02-24 13:46:25",-56.29,-60.39,-54.05,-62.36,"2007-10-28","2007-10-29","2007-10-28 15:29:00","2007-10-29 03:20:00",250.03,21.10,,"lntag"
706,"706_23793235","ARTE_370","2011-02-24 13:46:25",-54.05,-62.36,-48.06,-61.58,"2007-10-29","2007-10-29","2007-10-29 03:20:00","2007-10-29 14:56:00",325.84,28.09,,"lntag"
706,"706_23793236","ARTE_370","2011-02-24 13:46:25",-48.06,-61.58,-45.57,-59.82,"2007-10-29","2007-10-30","2007-10-29 14:56:00","2007-10-30 02:46:00",238.61,20.16,,"lntag"
706,"706_23793237","ARTE_370","2011-02-24 13:46:25",-45.57,-59.82,-41.83,-59.24,"2007-10-30","2007-10-30","2007-10-30 02:46:00","2007-10-30 14:31:00",221.25,18.83,,"lntag"
706,"706_23793238","ARTE_370","2011-02-24 13:46:25",-41.83,-59.24,-40.08,-58.13,"2007-10-30","2007-10-31","2007-10-30 14:31:00","2007-10-31 02:24:00",159.95,13.46,,"lntag"
706,"706_23793239","ARTE_370","2011-02-24 13:46:25",-40.08,-58.13,-40.59,-58.41,"2007-10-31","2007-10-31","2007-10-31 02:24:00","2007-10-31 14:26:00",43.22,3.59,,"lntag"
706,"706_23793240","ARTE_370","2011-02-24 13:46:25",-40.59,-58.41,-37.34,-59.82,"2007-10-31","2007-11-01","2007-10-31 14:26:00","2007-11-01 02:13:00",243.53,20.66,,"lntag"
706,"706_23793241","ARTE_370","2011-02-24 13:46:25",-37.34,-59.82,-36.22,-59.97,"2007-11-01","2007-11-01","2007-11-01 02:13:00","2007-11-01 14:09:00",64.88,5.43,,"lntag"
706,"706_23793242","ARTE_370","2011-02-24 13:46:25",-36.22,-59.97,-33.85,-60.26,"2007-11-01","2007-11-02","2007-11-01 14:09:00","2007-11-02 01:59:00",135.68,11.46,,"lntag"
706,"706_23793243","ARTE_370","2011-02-24 13:46:25",-33.85,-60.26,-33.85,-60.46,"2007-11-02","2007-11-02","2007-11-02 01:59:00","2007-11-02 13:59:00",22.28,1.85,,"lntag"
706,"706_23793244","ARTE_370","2011-02-24 13:46:25",-33.85,-60.46,-34.85,-59.81,"2007-11-02","2007-11-03","2007-11-02 13:59:00","2007-11-03 02:03:00",91.28,7.56,,"lntag"
706,"706_23793245","ARTE_370","2011-02-24 13:46:25",-34.85,-59.81,-35.1,-59.44,"2007-11-03","2007-11-03","2007-11-03 02:03:00","2007-11-03 14:04:00",43.56,3.62,,"lntag"
706,"706_23793246","ARTE_370","2011-02-24 13:46:25",-35.1,-59.44,-33.85,-59.95,"2007-11-03","2007-11-04","2007-11-03 14:04:00","2007-11-04 01:59:00",90.45,7.59,,"lntag"
706,"706_23793247","ARTE_370","2011-02-24 13:46:25",-33.85,-59.95,-32.1,-59.59,"2007-11-04","2007-11-04","2007-11-04 01:59:00","2007-11-04 13:52:00",106.18,8.93,,"lntag"
706,"706_23793248","ARTE_370","2011-02-24 13:46:25",-32.1,-59.59,-33.35,-58.02,"2007-11-04","2007-11-05","2007-11-04 13:52:00","2007-11-05 01:57:00",189.21,15.65,,"lntag"
706,"706_23793249","ARTE_370","2011-02-24 13:46:25",-33.35,-58.02,-33.85,-57.8,"2007-11-05","2007-11-05","2007-11-05 01:57:00","2007-11-05 13:59:00",38.45,3.19,,"lntag"
706,"706_23793250","ARTE_370","2011-02-24 13:46:25",-33.85,-57.8,-32.84,-58.22,"2007-11-05","2007-11-06","2007-11-05 13:59:00","2007-11-06 01:55:00",75.84,6.35,,"lntag"
