"dataset_id","row_id","latitude","longitude","sp_code","scientific","common","tsn","count","series_id","obs_date","date_time","last_mod","provider","owner","oceano","depth","ds_type"
705,"705_3443",13.46,-60.41,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-05-13","2008-05-13 15:58:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.1600,""CHL_M"":0.1600,""CHL_Y"":0.1400,""SSH_D"":52.00,""SST_D"":26.625,""SST_M"":27.075,""SST_Y"":27.825,""BATH"":-2008,""EEZ"":122,""WDPA"":NULL,""LME"":12,""MEOW"":20064",,"pttag"
705,"705_3187",-19.51,-36.14,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-10-13","2007-10-13 02:11:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":0.0800,""CHL_Y"":0.0600,""SSH_D"":64.15,""SST_D"":23.925,""SST_M"":24.000,""SST_Y"":26.325,""BATH"":-3967,""EEZ"":171,""WDPA"":NULL,""LME"":NULL,""MEOW"":20076",,"pttag"
705,"705_3177",-9.54,-18.05,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-10-08","2007-10-08 01:00:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.0600,""SSH_D"":39.42,""SST_D"":24.450,""SST_M"":24.150,""SST_Y"":26.700,""BATH"":-4025,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3158",44.61,-32.36,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-09-12","2007-09-12 02:06:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.1200,""CHL_M"":0.1300,""CHL_Y"":0.2500,""SSH_D"":30.38,""SST_D"":21.450,""SST_M"":21.450,""SST_Y"":18.000,""BATH"":-3489,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3154",46.15,-32.94,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-09-10","2007-09-10 02:09:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.1900,""CHL_M"":0.2000,""CHL_Y"":0.3200,""SSH_D"":14.36,""SST_D"":21.525,""SST_M"":21.375,""SST_Y"":17.925,""BATH"":-3939,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3144",42.6,-37.01,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-09-05","2007-09-05 02:27:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.1400,""CHL_M"":0.1100,""CHL_Y"":0.2700,""SSH_D"":16.60,""SST_D"":-9999,""SST_M"":22.800,""SST_Y"":18.900,""BATH"":-3869,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3464",49.91,-36.04,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-05-24","2008-05-24 02:21:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.7600,""CHL_M"":0.7600,""CHL_Y"":0.5700,""SSH_D"":-8.65,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":15.450,""BATH"":-3992,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3423",-5.81,-25.04,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-05-03","2008-05-03 13:37:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":0.0300,""CHL_Y"":0.0800,""SSH_D"":51.20,""SST_D"":-9999,""SST_M"":27.825,""SST_Y"":27.150,""BATH"":-5340,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2903",-60.91,-22.14,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-12-28","2007-12-28 13:30:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.1000,""SSH_D"":-136.89,""SST_M"":-9999,""SST_Y"":-0.825,""BATH"":-5933,""EEZ"":89,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2884",-60.45,-11.57,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-12-19","2007-12-19 00:43:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.1400,""SSH_D"":-144.71,""SST_D"":-9999,""SST_M"":-2.925,""SST_Y"":-1.125,""BATH"":-4388,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2877",-60.6,-3.25,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-12-15","2007-12-15 12:08:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.2200,""SSH_D"":-148.90,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-0.075,""BATH"":-5052,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2869",-57.34,-0.48,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-12-11","2007-12-11 11:55:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":0.1200,""CHL_Y"":0.1800,""SSH_D"":-134.00,""SST_D"":-9999,""SST_M"":-0.225,""SST_Y"":-0.750,""BATH"":-4017,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2866",-62,-1.4,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-12-09","2007-12-09 23:58:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""SSH_D"":-144.03,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-0.075,""BATH"":-5398,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2856",-60.25,68.78,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-11-26","2007-11-26 07:12:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""SSH_D"":-105.85,""SST_D"":-1.200,""SST_M"":-1.200,""SST_Y"":0.750,""BATH"":-4396,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2847",-38.36,43.72,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-11-21","2007-11-21 20:51:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.2200,""CHL_M"":0.3100,""CHL_Y"":0.1900,""SSH_D"":125.26,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":18.675,""BATH"":-2304,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2845",-39.33,43.41,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-11-20","2007-11-20 20:52:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.2200,""SSH_D"":70.96,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":18.675,""BATH"":-2693,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2831",-44.01,34.83,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-11-13","2007-11-13 21:25:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.2400,""CHL_M"":0.2400,""CHL_Y"":0.2400,""SSH_D"":14.50,""SST_D"":-9999,""SST_M"":8.100,""SST_Y"":9.375,""BATH"":-4208,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2825",-39.47,23.99,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-11-10","2007-11-10 22:08:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":0.7100,""CHL_Y"":0.6000,""SSH_D"":31.53,""SST_D"":19.275,""SST_M"":18.075,""SST_Y"":19.050,""BATH"":-4521,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2813",-41.09,12.15,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2007-11-04","2007-11-04 22:55:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":0.5100,""CHL_Y"":0.2700,""SSH_D"":38.07,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":14.250,""BATH"":-4720,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3224",-40.04,-38.09,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-10-31","2007-10-31 14:16:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_M"":0.4300,""CHL_Y"":0.3800,""SSH_D"":11.64,""SST_D"":12.675,""SST_M"":12.675,""SST_Y"":14.925,""BATH"":-5234,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3219",-41.96,-44.55,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-10-29","2007-10-29 02:42:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_M"":0.5800,""CHL_Y"":0.6600,""SSH_D"":-12.62,""SST_D"":-9999,""SST_M"":10.500,""SST_Y"":13.575,""BATH"":-5126,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3218",-41.82,-45.54,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-10-28","2007-10-28 14:46:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_M"":0.3100,""CHL_Y"":0.6100,""SSH_D"":-8.97,""SST_D"":-9999,""SST_M"":11.175,""SST_Y"":14.325,""BATH"":-5062,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3210",-40.54,-50.69,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-10-24","2007-10-24 15:07:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.4900,""CHL_M"":0.5200,""CHL_Y"":0.4000,""SSH_D"":109.99,""SST_D"":18.000,""SST_M"":16.425,""SST_Y"":18.225,""BATH"":-5471,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3133",51.65,-36.57,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-08-30","2007-08-30 14:27:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.4600,""CHL_M"":0.9100,""CHL_Y"":0.6700,""SSH_D"":-40.23,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":9.450,""BATH"":-3640,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3113",43.99,-30.14,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-08-20","2007-08-20 14:04:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.1800,""CHL_M"":0.2000,""CHL_Y"":0.2300,""SSH_D"":22.53,""SST_D"":19.950,""SST_M"":19.725,""SST_Y"":18.000,""BATH"":-2873,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3101",67.98,-15.07,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-08-14","2007-08-14 13:05:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":0.2500,""CHL_Y"":3.2300,""SSH_D"":-37.46,""SST_D"":-9999,""SST_M"":6.750,""SST_Y"":5.700,""BATH"":-1111,""EEZ"":143,""WDPA"":NULL,""LME"":59,""MEOW"":20002",,"pttag"
705,"705_3098",56.65,-41.05,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-05-23","2008-05-23 14:41:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.5200,""SSH_D"":-53.83,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":6.450,""BATH"":-3190,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3093",47.17,-39.6,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-05-21","2008-05-21 02:35:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.3100,""SSH_D"":6.60,""SST_D"":14.475,""SST_M"":14.475,""SST_Y"":17.850,""BATH"":-4555,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3070",42.52,-39.89,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-05-09","2008-05-09 14:36:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":0.7200,""CHL_Y"":0.2700,""SSH_D"":34.41,""SST_D"":-9999,""SST_M"":16.275,""SST_Y"":19.500,""BATH"":-4741,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3045",3.61,-23.34,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-04-27","2008-04-27 01:31:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.1500,""SSH_D"":42.82,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":27.300,""BATH"":-4592,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3042",-1.39,-22.28,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-04-25","2008-04-25 13:27:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":0.1300,""CHL_M"":0.1300,""CHL_Y"":0.2300,""SSH_D"":42.79,""SST_D"":-9999,""SST_M"":28.425,""SST_Y"":25.650,""BATH"":-5159,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3011",-63.1,-41.92,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-04-10","2008-04-10 02:49:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.1400,""SSH_D"":-139.61,""SST_D"":-9999,""SST_M"":-2.775,""SST_Y"":0.600,""BATH"":-2715,""EEZ"":213,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3397",-46.2,0.46,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-04-20","2008-04-20 11:57:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.2500,""SSH_D"":-26.15,""SST_D"":7.200,""SST_M"":7.200,""SST_Y"":6.525,""BATH"":-4146,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3385",-67.56,-32.21,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-04-14","2008-04-14 14:09:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-9999,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-1.125,""BATH"":-4591,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3376",-67.63,-42.17,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-04-10","2008-04-10 02:50:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-9999,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-2.025,""BATH"":-4284,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3373",-69.19,-36.07,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-04-08","2008-04-08 14:26:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-9999,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-2.175,""BATH"":-4376,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3370",-60.72,-38.21,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-04-07","2008-04-07 02:35:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.3500,""SSH_D"":-130.52,""SST_D"":-0.600,""SST_M"":-0.825,""SST_Y"":-1.275,""BATH"":-2660,""EEZ"":213,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3355",-63.47,-43.52,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-03-07","2008-03-07 15:05:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-140.78,""SST_D"":-0.900,""SST_M"":-0.900,""SST_Y"":-9999,""BATH"":-2881,""EEZ"":213,""WDPA"":NULL,""LME"":NULL,""MEOW"":20221",,"pttag"
705,"705_3350",-65.9,-43.13,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-03-05","2008-03-05 03:04:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-140.19,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-1.125,""BATH"":-4500,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3339",-64.88,-44.84,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-02-28","2008-02-28 15:12:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-138.78,""SST_D"":-1.725,""SST_M"":-1.725,""SST_Y"":-0.450,""BATH"":-4416,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3328",-67.92,-30.34,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-02-22","2008-02-22 02:15:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-139.10,""SST_D"":-1.200,""SST_M"":-9999,""SST_Y"":-0.675,""BATH"":-4589,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3314",-70.14,-27.45,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-02-15","2008-02-15 02:04:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-133.12,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-0.975,""BATH"":-4553,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3297",-68.54,-21.24,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2008-02-06","2008-02-06 13:39:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-137.31,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-0.675,""BATH"":-4829,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3285",-57.16,-35.81,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-12-01","2007-12-01 02:12:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.2900,""SSH_D"":-104.95,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":0.375,""BATH"":-3071,""EEZ"":89,""WDPA"":NULL,""LME"":NULL,""MEOW"":20220",,"pttag"
705,"705_3272",-58.24,-38.09,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_410","2007-11-24","2007-11-24 14:19:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":2.3500,""SSH_D"":-110.04,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-0.525,""BATH"":-3173,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2920",-63.76,-23.82,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-01-09","2008-01-09 01:42:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":0.0000,""CHL_Y"":-9999,""SSH_D"":-143.98,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":0.225,""BATH"":-4897,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_3001",-61.14,-56.06,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-03-08","2008-03-08 03:55:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.3000,""SSH_D"":-114.40,""SST_D"":1.800,""SST_M"":1.800,""SST_Y"":0.450,""BATH"":-191,""EEZ"":213,""WDPA"":NULL,""LME"":61,""MEOW"":20222",,"pttag"
705,"705_2987",-62.72,-49.91,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-03-01","2008-03-01 03:32:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.1000,""SSH_D"":-130.52,""SST_D"":-9999,""SST_M"":-1.350,""SST_Y"":-0.300,""BATH"":-3391,""EEZ"":213,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2985",-62.16,-43.62,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-02-29","2008-02-29 03:07:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.1700,""SSH_D"":-131.57,""SST_D"":0.075,""SST_M"":-9999,""SST_Y"":0.225,""BATH"":-1045,""EEZ"":213,""WDPA"":NULL,""LME"":NULL,""MEOW"":20221",,"pttag"
705,"705_2978",-64.93,-42.47,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-02-25","2008-02-25 15:03:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-143.23,""SST_D"":-0.600,""SST_M"":-9999,""SST_Y"":-1.125,""BATH"":-4649,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2974",-68.04,-34.14,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-02-23","2008-02-23 14:30:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-138.47,""SST_D"":-0.975,""SST_M"":-9999,""SST_Y"":-2.625,""BATH"":-4494,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2972",-68.62,-38.61,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-02-22","2008-02-22 14:48:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-132.71,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-0.825,""BATH"":-4302,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2961",-67.93,-44.73,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-02-17","2008-02-17 03:13:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-132.95,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-0.825,""BATH"":-3941,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2955",-66.63,-41.7,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-02-14","2008-02-14 03:01:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-137.36,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-1.350,""BATH"":-4410,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
705,"705_2946",-65.98,-39.7,"Arctic tern","Sterna paradisaea","Arctic Tern",176890,1,"ARTE_408","2008-02-09","2008-02-09 14:53:00","2011-02-24 13:46:04","Greenland Institute of Natural Resources","cegevang","""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":-9999,""SSH_D"":-140.86,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":-2.850,""BATH"":-4610,""EEZ"":NULL,""WDPA"":NULL,""LME"":NULL,""MEOW"":NULL",,"pttag"
