"geom","oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","csquare","geom_wkt"
0103000020E6100000010000000500000000000000008043C0000000000080484000000000000044C0000000000080484000000000000044C0000000000000494000000000008043C0000000000000494000000000008043C00000000000804840,354351,-39,50,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-30","2008-05-22",5,3,1,"7403:499","POLYGON((-39 49,-40 49,-40 50,-39 50,-39 49))"
0103000020E6100000010000000500000000000000008043C0000000000000494000000000000044C0000000000000494000000000000044C0000000000080494000000000008043C0000000000080494000000000008043C00000000000004940,535369,-39,50,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-09-04","2007-09-10",2,2,1,"7503:209","POLYGON((-39 50,-40 50,-40 51,-39 51,-39 50))"
0103000020E6100000010000000500000000000000008043C0000000000080494000000000000044C0000000000080494000000000000044C00000000000004A4000000000008043C00000000000004A4000000000008043C00000000000804940,535392,-39,52,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-29","2008-05-24",3,3,1,"7503:219","POLYGON((-39 51,-40 51,-40 52,-39 52,-39 51))"
0103000020E6100000010000000500000000000000008043C00000000000004A4000000000000044C00000000000004A4000000000000044C00000000000804A4000000000008043C00000000000804A4000000000008043C00000000000004A40,535455,-40,52,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-09-10","2007-09-10",1,1,1,"7503:229","POLYGON((-39 52,-40 52,-40 53,-39 53,-39 52))"
0103000020E6100000010000000500000000000000008043C00000000000804A4000000000000044C00000000000804A4000000000000044C00000000000004B4000000000008043C00000000000004B4000000000008043C00000000000804A40,14730873,-39,54,"Canadian Wildlife Service;Greenland Institute of Natural Resources","Sterna paradisaea","280;705","1978-06-10","2007-09-07",5,2,1,"7503:239","POLYGON((-39 53,-40 53,-40 54,-39 54,-39 53))"
0103000020E6100000010000000500000000000000008043C00000000000004B4000000000000044C00000000000004B4000000000000044C00000000000804B4000000000008043C00000000000804B4000000000008043C00000000000004B40,535517,-39,55,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-27","2007-08-27",1,1,1,"7503:249","POLYGON((-39 54,-40 54,-40 55,-39 55,-39 54))"
0103000020E6100000010000000500000000000000008043C00000000000804B4000000000000044C00000000000804B4000000000000044C00000000000004C4000000000008043C00000000000004C4000000000008043C00000000000804B40,535609,-39,55,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-09-05","2007-09-05",1,1,1,"7503:459","POLYGON((-39 55,-40 55,-40 56,-39 56,-39 55))"
0103000020E6100000010000000500000000000000008043C00000000000004C4000000000000044C00000000000004C4000000000000044C00000000000804C4000000000008043C00000000000804C4000000000008043C00000000000004C40,535627,-39,56,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-09-09","2007-09-09",1,1,1,"7503:469","POLYGON((-39 56,-40 56,-40 57,-39 57,-39 56))"
0103000020E6100000010000000500000000000000008043C00000000000804D4000000000000044C00000000000804D4000000000000044C00000000000004E4000000000008043C00000000000004E4000000000008043C00000000000804D40,535662,-39,60,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-05-30","2008-05-30",1,1,1,"7503:499","POLYGON((-39 59,-40 59,-40 60,-39 60,-39 59))"
0103000020E6100000010000000500000000000000008043C00000000000804E4000000000000044C00000000000804E4000000000000044C00000000000004F4000000000008043C00000000000004F4000000000008043C00000000000804E40,592489,-40,61,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-19","2007-08-19",1,1,1,"7603:219","POLYGON((-39 61,-40 61,-40 62,-39 62,-39 61))"
0103000020E6100000010000000500000000000000000043C00000000000C051C000000000000043C000000000000052C000000000008043C000000000000052C000000000008043C00000000000C051C000000000000043C00000000000C051C0,153852,-38,-71,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-04-04","2008-04-09",3,2,1,"5703:218","POLYGON((-38 -71,-38 -72,-39 -72,-39 -71,-38 -71))"
0103000020E6100000010000000500000000000000000043C000000000008051C000000000000043C00000000000C051C000000000008043C00000000000C051C000000000008043C000000000008051C000000000000043C000000000008051C0,153846,-38,-70,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-04-05","2008-04-12",2,2,1,"5703:208","POLYGON((-38 -70,-38 -71,-39 -71,-39 -70,-38 -70))"
0103000020E6100000010000000500000000000000000043C000000000004051C000000000000043C000000000008051C000000000008043C000000000008051C000000000008043C000000000004051C000000000000043C000000000004051C0,146249,-39,-69,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-04-05","2008-04-05",1,1,1,"5603:498","POLYGON((-38 -69,-38 -70,-39 -70,-39 -69,-38 -69))"
0103000020E6100000010000000500000000000000000043C000000000000051C000000000000043C000000000004051C000000000008043C000000000004051C000000000008043C000000000000051C000000000000043C000000000000051C0,146237,-38,-68,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-02-17","2008-04-11",8,5,1,"5603:488","POLYGON((-38 -68,-38 -69,-39 -69,-39 -68,-38 -68))"
0103000020E6100000010000000500000000000000000043C00000000000C050C000000000000043C000000000000051C000000000008043C000000000000051C000000000008043C00000000000C050C000000000000043C00000000000C050C0,146214,-38,-67,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-02-10","2008-03-07",6,4,1,"5603:478","POLYGON((-38 -67,-38 -68,-39 -68,-39 -67,-38 -67))"
0103000020E6100000010000000500000000000000000043C000000000008050C000000000000043C00000000000C050C000000000008043C00000000000C050C000000000008043C000000000008050C000000000000043C000000000008050C0,146192,-38,-66,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-02-10","2008-04-11",6,4,1,"5603:468","POLYGON((-38 -66,-38 -67,-39 -67,-39 -66,-38 -66))"
0103000020E6100000010000000500000000000000000043C000000000004050C000000000000043C000000000008050C000000000008043C000000000008050C000000000008043C000000000004050C000000000000043C000000000004050C0,146172,-38,-65,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-02-19","2008-04-10",5,2,1,"5603:458","POLYGON((-38 -65,-38 -66,-39 -66,-39 -65,-38 -65))"
0103000020E6100000010000000500000000000000000043C000000000000050C000000000000043C000000000004050C000000000008043C000000000004050C000000000008043C000000000000050C000000000000043C000000000000050C0,146080,-38,-65,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-02-05","2008-03-06",2,1,1,"5603:248","POLYGON((-38 -64,-38 -65,-39 -65,-39 -64,-38 -64))"
0103000020E6100000010000000500000000000000000043C00000000000804FC000000000000043C000000000000050C000000000008043C000000000000050C000000000008043C00000000000804FC000000000000043C00000000000804FC0,146076,-38,-63,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-04-07","2008-04-07",1,1,1,"5603:238","POLYGON((-38 -63,-38 -64,-39 -64,-39 -63,-38 -63))"
0103000020E6100000010000000500000000000000000043C00000000000004FC000000000000043C00000000000804FC000000000008043C00000000000804FC000000000008043C00000000000004FC000000000000043C00000000000004FC0,146069,-39,-63,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-03-08","2008-03-08",1,1,1,"5603:228","POLYGON((-38 -62,-38 -63,-39 -63,-39 -62,-38 -62))"
0103000020E6100000010000000500000000000000000043C00000000000804EC000000000000043C00000000000004FC000000000008043C00000000000004FC000000000008043C00000000000804EC000000000000043C00000000000804EC0,146060,-38,-62,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-01-01","2008-01-01",1,1,1,"5603:218","POLYGON((-38 -61,-38 -62,-39 -62,-39 -61,-38 -61))"
0103000020E6100000010000000500000000000000000043C00000000000004EC000000000000043C00000000000804EC000000000008043C00000000000804EC000000000008043C00000000000004EC000000000000043C00000000000004EC0,146032,-38,-61,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-04-07","2008-04-07",1,1,1,"5603:208","POLYGON((-38 -60,-38 -61,-39 -61,-39 -60,-38 -60))"
0103000020E6100000010000000500000000000000000043C00000000000004DC000000000000043C00000000000804DC000000000008043C00000000000804DC000000000008043C00000000000004DC000000000000043C00000000000004DC0,133585,-38,-58,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-11-19","2007-11-24",3,1,1,"5503:488","POLYGON((-38 -58,-38 -59,-39 -59,-39 -58,-38 -58))"
0103000020E6100000010000000500000000000000000043C00000000000004AC000000000000043C00000000000804AC000000000008043C00000000000804AC000000000008043C00000000000004AC000000000000043C00000000000004AC0,130531,-38,-52,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-11-16","2007-11-16",1,1,1,"5503:228","POLYGON((-38 -52,-38 -53,-39 -53,-39 -52,-38 -52))"
0103000020E6100000010000000500000000000000000043C000000000000045C000000000000043C000000000008045C000000000008043C000000000008045C000000000008043C000000000000045C000000000000043C000000000000045C0,124577,-39,-42,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-27","2007-10-27",1,1,1,"5403:228","POLYGON((-38 -42,-38 -43,-39 -43,-39 -42,-38 -42))"
0103000020E6100000010000000500000000000000000043C000000000000044C000000000000043C000000000008044C000000000008043C000000000008044C000000000008043C000000000000044C000000000000043C000000000000044C0,124540,-38,-40,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-26","2007-10-31",4,3,1,"5403:208","POLYGON((-38 -40,-38 -41,-39 -41,-39 -40,-38 -40))"
0103000020E6100000010000000500000000000000000043C000000000008043C000000000000043C000000000000044C000000000008043C000000000000044C000000000008043C000000000008043C000000000000043C000000000008043C0,120848,-38,-39,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-26","2007-11-11",4,2,1,"5303:498","POLYGON((-38 -39,-38 -40,-39 -40,-39 -39,-38 -39))"
0103000020E6100000010000000500000000000000000043C000000000000043C000000000000043C000000000008043C000000000008043C000000000008043C000000000008043C000000000000043C000000000000043C000000000000043C0,120820,-38,-39,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-25","2007-11-04",3,2,1,"5303:488","POLYGON((-38 -38,-38 -39,-39 -39,-39 -38,-38 -38))"
0103000020E6100000010000000500000000000000000043C000000000008041C000000000000043C000000000000042C000000000008043C000000000000042C000000000008043C000000000008041C000000000000043C000000000008041C0,120782,-38,-35,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-11-01","2007-11-01",1,1,1,"5303:458","POLYGON((-38 -35,-38 -36,-39 -36,-39 -35,-38 -35))"
0103000020E6100000010000000500000000000000000043C00000000000003BC000000000000043C00000000000003CC000000000008043C00000000000003CC000000000008043C00000000000003BC000000000000043C00000000000003BC0,117686,-38,-28,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-22","2007-10-22",1,1,1,"5203:478","POLYGON((-38 -27,-38 -28,-39 -28,-39 -27,-38 -27))"
0103000020E6100000010000000500000000000000000043C000000000000036C000000000000043C000000000000037C000000000008043C000000000000037C000000000008043C000000000000036C000000000000043C000000000000036C0,117677,-38,-22,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-10","2007-10-13",2,1,1,"5203:228","POLYGON((-38 -22,-38 -23,-39 -23,-39 -22,-38 -22))"
0103000020E6100000010000000500000000000000000043C000000000000034C000000000000043C000000000000035C000000000008043C000000000000035C000000000008043C000000000000034C000000000000043C000000000000034C0,117673,-38,-20,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-19","2007-10-19",1,1,1,"5203:208","POLYGON((-38 -20,-38 -21,-39 -21,-39 -20,-38 -20))"
0103000020E6100000010000000500000000000000000043C000000000000033C000000000000043C000000000000034C000000000008043C000000000000034C000000000008043C000000000000033C000000000000043C000000000000033C0,113891,-38,-19,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-08","2007-10-13",3,2,1,"5103:498","POLYGON((-38 -19,-38 -20,-39 -20,-39 -19,-38 -19))"
0103000020E6100000010000000500000000000000000043C000000000000032C000000000000043C000000000000033C000000000008043C000000000000033C000000000008043C000000000000032C000000000000043C000000000000032C0,113876,-38,-19,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-14","2007-10-19",2,2,1,"5103:488","POLYGON((-38 -18,-38 -19,-39 -19,-39 -18,-38 -18))"
0103000020E6100000010000000500000000000000000043C000000000000030C000000000000043C000000000000031C000000000008043C000000000000031C000000000008043C000000000000030C000000000000043C000000000000030C0,113862,-38,-17,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-11","2007-10-11",1,1,1,"5103:468","POLYGON((-38 -16,-38 -17,-39 -17,-39 -16,-38 -16))"
0103000020E6100000010000000500000000000000000043C00000000000002EC000000000000043C000000000000030C000000000008043C000000000000030C000000000008043C00000000000002EC000000000000043C00000000000002EC0,113860,-38,-15,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-15","2007-10-17",3,1,1,"5103:458","POLYGON((-38 -15,-38 -16,-39 -16,-39 -15,-38 -15))"
0103000020E6100000010000000500000000000000000043C00000000000002CC000000000000043C00000000000002EC000000000008043C00000000000002EC000000000008043C00000000000002CC000000000000043C00000000000002CC0,113844,-38,-15,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-11","2007-10-11",1,1,1,"5103:248","POLYGON((-38 -14,-38 -15,-39 -15,-39 -14,-38 -14))"
0103000020E6100000010000000500000000000000000043C000000000000026C000000000000043C000000000000028C000000000008043C000000000000028C000000000008043C000000000000026C000000000000043C000000000000026C0,113835,-39,-12,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-16","2007-10-16",1,1,1,"5103:218","POLYGON((-38 -11,-38 -12,-39 -12,-39 -11,-38 -11))"
0103000020E6100000010000000500000000000000000043C000000000000024C000000000000043C000000000000026C000000000008043C000000000000026C000000000008043C000000000000024C000000000000043C000000000000024C0,113828,-39,-10,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-07","2007-10-07",1,1,1,"5103:208","POLYGON((-38 -10,-38 -11,-39 -11,-39 -10,-38 -10))"
0103000020E6100000010000000500000000000000000043C000000000000014C000000000000043C000000000000018C000000000008043C000000000000018C000000000008043C000000000000014C000000000000043C000000000000014C0,109583,-38,-6,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-06","2007-10-06",1,1,1,"5003:458","POLYGON((-38 -5,-38 -6,-39 -6,-39 -5,-38 -5))"
0103000020E6100000010000000500000000000000000043C0000000000000264000000000008043C0000000000000264000000000008043C0000000000000284000000000000043C0000000000000284000000000000043C00000000000002640,164120,-39,12,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-05-01","2008-05-01",1,1,1,"7103:218","POLYGON((-38 11,-39 11,-39 12,-38 12,-38 11))"
0103000020E6100000010000000500000000000000000043C0000000000000374000000000008043C0000000000000374000000000008043C0000000000000384000000000000043C0000000000000384000000000000043C00000000000003740,179606,-39,23,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-05-02","2008-05-02",1,1,1,"7203:238","POLYGON((-38 23,-39 23,-39 24,-38 24,-38 23))"
0103000020E6100000010000000500000000000000000043C0000000000080414000000000008043C0000000000080414000000000008043C0000000000000424000000000000043C0000000000000424000000000000043C00000000000804140,251890,-39,36,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-05-05","2008-05-08",2,1,1,"7303:458","POLYGON((-38 35,-39 35,-39 36,-38 36,-38 35))"
0103000020E6100000010000000500000000000000000043C0000000000000424000000000008043C0000000000000424000000000008043C0000000000080424000000000000043C0000000000080424000000000000043C00000000000004240,251897,-39,36,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-05-07","2008-05-07",1,1,1,"7303:468","POLYGON((-38 36,-39 36,-39 37,-38 37,-38 36))"
0103000020E6100000010000000500000000000000000043C0000000000080434000000000008043C0000000000080434000000000008043C0000000000000444000000000000043C0000000000000444000000000000043C00000000000804340,251915,-38,40,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-30","2007-08-30",1,1,1,"7303:498","POLYGON((-38 39,-39 39,-39 40,-38 40,-38 39))"
0103000020E6100000010000000500000000000000000043C0000000000000444000000000008043C0000000000000444000000000008043C0000000000080444000000000000043C0000000000080444000000000000043C00000000000004440,354096,-39,41,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-30","2007-08-30",1,1,1,"7403:208","POLYGON((-38 40,-39 40,-39 41,-38 41,-38 40))"
0103000020E6100000010000000500000000000000000043C0000000000080444000000000008043C0000000000080444000000000008043C0000000000000454000000000000043C0000000000000454000000000000043C00000000000804440,354105,-38,42,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-29","2007-08-29",1,1,1,"7403:218","POLYGON((-38 41,-39 41,-39 42,-38 42,-38 41))"
0103000020E6100000010000000500000000000000000043C0000000000000454000000000008043C0000000000000454000000000008043C0000000000080454000000000000043C0000000000080454000000000000043C00000000000004540,354114,-39,42,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-09-01","2007-09-01",1,1,1,"7403:228","POLYGON((-38 42,-39 42,-39 43,-38 43,-38 42))"
0103000020E6100000010000000500000000000000000043C0000000000080454000000000008043C0000000000080454000000000008043C0000000000000464000000000000043C0000000000000464000000000000043C00000000000804540,354120,-39,44,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-05-19","2008-05-19",1,1,1,"7403:238","POLYGON((-38 43,-39 43,-39 44,-38 44,-38 43))"
0103000020E6100000010000000500000000000000000043C0000000000000464000000000008043C0000000000000464000000000008043C0000000000080464000000000000043C0000000000080464000000000000043C00000000000004640,354132,-39,45,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-25","2007-09-04",3,2,1,"7403:248","POLYGON((-38 44,-39 44,-39 45,-38 45,-38 44))"
0103000020E6100000010000000500000000000000000043C0000000000080464000000000008043C0000000000080464000000000008043C0000000000000474000000000000043C0000000000000474000000000000043C00000000000804640,354253,-38,46,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-27","2008-05-19",4,3,1,"7403:458","POLYGON((-38 45,-39 45,-39 46,-38 46,-38 45))"
0103000020E6100000010000000500000000000000000043C0000000000000474000000000008043C0000000000000474000000000008043C0000000000080474000000000000043C0000000000080474000000000000043C00000000000004740,354277,-38,47,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-28","2008-05-12",4,2,1,"7403:468","POLYGON((-38 46,-39 46,-39 47,-38 47,-38 46))"
0103000020E6100000010000000500000000000000000043C0000000000080474000000000008043C0000000000080474000000000008043C0000000000000484000000000000043C0000000000000484000000000000043C00000000000804740,354303,-39,48,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-09-03","2007-09-03",1,1,1,"7403:478","POLYGON((-38 47,-39 47,-39 48,-38 48,-38 47))"
0103000020E6100000010000000500000000000000000043C0000000000000484000000000008043C0000000000000484000000000008043C0000000000080484000000000000043C0000000000080484000000000000043C00000000000004840,354321,-38,49,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-29","2007-09-08",3,2,1,"7403:488","POLYGON((-38 48,-39 48,-39 49,-38 49,-38 48))"
0103000020E6100000010000000500000000000000000043C0000000000080484000000000008043C0000000000080484000000000008043C0000000000000494000000000000043C0000000000000494000000000000043C00000000000804840,354346,-38,50,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-31","2007-08-31",1,1,1,"7403:498","POLYGON((-38 49,-39 49,-39 50,-38 50,-38 49))"
0103000020E6100000010000000500000000000000000043C00000000000004A4000000000008043C00000000000004A4000000000008043C00000000000804A4000000000000043C00000000000804A4000000000000043C00000000000004A40,535454,-39,52,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-25","2007-08-30",2,2,1,"7503:228","POLYGON((-38 52,-39 52,-39 53,-38 53,-38 52))"
0103000020E6100000010000000500000000000000000043C00000000000004B4000000000008043C00000000000004B4000000000008043C00000000000804B4000000000000043C00000000000804B4000000000000043C00000000000004B40,535516,-38,55,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-24","2007-09-06",4,3,1,"7503:248","POLYGON((-38 54,-39 54,-39 55,-38 55,-38 54))"
0103000020E6100000010000000500000000000000000043C00000000000004C4000000000008043C00000000000004C4000000000008043C00000000000804C4000000000000043C00000000000804C4000000000000043C00000000000004C40,535621,-39,57,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-22","2007-08-22",1,1,1,"7503:468","POLYGON((-38 56,-39 56,-39 57,-38 57,-38 56))"
0103000020E6100000010000000500000000000000000043C00000000000804F4000000000008043C00000000000804F4000000000008043C0000000000000504000000000000043C0000000000000504000000000000043C00000000000804F40,592496,-38,63,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-08-21","2007-08-21",1,1,1,"7603:238","POLYGON((-38 63,-39 63,-39 64,-38 64,-38 63))"
0103000020E6100000010000000500000000000000008042C000000000008052C000000000008042C00000000000C052C000000000000043C00000000000C052C000000000000043C000000000008052C000000000008042C000000000008052C0,153855,-38,-75,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-04-03","2008-04-03",1,1,1,"5703:247","POLYGON((-37 -74,-37 -75,-38 -75,-38 -74,-37 -74))"
0103000020E6100000010000000500000000000000008042C000000000000052C000000000008042C000000000004052C000000000000043C000000000004052C000000000000043C000000000000052C000000000008042C000000000000052C0,153854,-37,-72,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-04-08","2008-04-08",1,1,1,"5703:227","POLYGON((-37 -72,-37 -73,-38 -73,-38 -72,-37 -72))"
0103000020E6100000010000000500000000000000008042C000000000004051C000000000008042C000000000008051C000000000000043C000000000008051C000000000000043C000000000004051C000000000008042C000000000004051C0,146248,-37,-69,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-02-20","2008-04-08",2,2,1,"5603:497","POLYGON((-37 -69,-37 -70,-38 -70,-38 -69,-37 -69))"
0103000020E6100000010000000500000000000000008042C000000000000051C000000000008042C000000000004051C000000000000043C000000000004051C000000000000043C000000000000051C000000000008042C000000000000051C0,146230,-37,-68,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-02-19","2008-02-19",1,1,1,"5603:487","POLYGON((-37 -68,-37 -69,-38 -69,-38 -68,-37 -68))"
0103000020E6100000010000000500000000000000008042C00000000000C050C000000000008042C000000000000051C000000000000043C000000000000051C000000000000043C00000000000C050C000000000008042C00000000000C050C0,146208,-37,-67,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-03-05","2008-04-08",5,3,1,"5603:477","POLYGON((-37 -67,-37 -68,-38 -68,-38 -67,-37 -67))"
0103000020E6100000010000000500000000000000008042C000000000008050C000000000008042C00000000000C050C000000000000043C00000000000C050C000000000000043C000000000008050C000000000008042C000000000008050C0,146185,-38,-66,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-02-10","2008-02-10",1,1,1,"5603:467","POLYGON((-37 -66,-37 -67,-38 -67,-38 -66,-37 -66))"
0103000020E6100000010000000500000000000000008042C000000000004050C000000000008042C000000000008050C000000000000043C000000000008050C000000000000043C000000000004050C000000000008042C000000000004050C0,146168,-37,-65,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2008-02-06","2008-02-24",2,2,1,"5603:457","POLYGON((-37 -65,-37 -66,-38 -66,-38 -65,-37 -65))"
0103000020E6100000010000000500000000000000008042C00000000000004EC000000000008042C00000000000804EC000000000000043C00000000000804EC000000000000043C00000000000004EC000000000008042C00000000000004EC0,146024,-37,-60,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-12-03","2007-12-31",3,2,1,"5603:207","POLYGON((-37 -60,-37 -61,-38 -61,-38 -60,-37 -60))"
0103000020E6100000010000000500000000000000008042C00000000000804DC000000000008042C00000000000004EC000000000000043C00000000000004EC000000000000043C00000000000804DC000000000008042C00000000000804DC0,133616,-37,-60,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-11-01","2007-12-25",2,2,1,"5503:497","POLYGON((-37 -59,-37 -60,-38 -60,-38 -59,-37 -59))"
0103000020E6100000010000000500000000000000008042C00000000000004DC000000000008042C00000000000804DC000000000000043C00000000000804DC000000000000043C00000000000004DC000000000008042C00000000000004DC0,133576,-37,-58,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-11-23","2007-11-24",2,1,1,"5503:487","POLYGON((-37 -58,-37 -59,-38 -59,-38 -58,-37 -58))"
0103000020E6100000010000000500000000000000008042C00000000000004BC000000000008042C00000000000804BC000000000000043C00000000000804BC000000000000043C00000000000004BC000000000008042C00000000000004BC0,132317,-38,-54,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-11-17","2007-11-17",1,1,1,"5503:247","POLYGON((-37 -54,-37 -55,-38 -55,-38 -54,-37 -54))"
0103000020E6100000010000000500000000000000008042C000000000008046C000000000008042C000000000000047C000000000000043C000000000000047C000000000000043C000000000008046C000000000008042C000000000008046C0,124881,-38,-46,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-11-13","2007-11-13",1,1,1,"5403:457","POLYGON((-37 -45,-37 -46,-38 -46,-38 -45,-37 -45))"
0103000020E6100000010000000500000000000000008042C000000000008043C000000000008042C000000000000044C000000000000043C000000000000044C000000000000043C000000000008043C000000000008042C000000000008043C0,120840,-37,-40,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-11-05","2007-11-05",1,1,1,"5303:497","POLYGON((-37 -39,-37 -40,-38 -40,-38 -39,-37 -39))"
0103000020E6100000010000000500000000000000008042C000000000000043C000000000008042C000000000008043C000000000000043C000000000008043C000000000000043C000000000000043C000000000008042C000000000000043C0,120815,-38,-38,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-11-04","2007-11-04",1,1,1,"5303:487","POLYGON((-37 -38,-37 -39,-38 -39,-38 -38,-37 -38))"
0103000020E6100000010000000500000000000000008042C000000000008042C000000000008042C000000000000043C000000000000043C000000000000043C000000000000043C000000000008042C000000000008042C000000000008042C0,120807,-37,-38,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-11-06","2007-11-08",2,1,1,"5303:477","POLYGON((-37 -37,-37 -38,-38 -38,-38 -37,-37 -37))"
0103000020E6100000010000000500000000000000008042C000000000000035C000000000008042C000000000000036C000000000000043C000000000000036C000000000000043C000000000000035C000000000008042C000000000000035C0,117675,-38,-21,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-09","2007-10-09",2,1,1,"5203:217","POLYGON((-37 -21,-37 -22,-38 -22,-38 -21,-37 -21))"
0103000020E6100000010000000500000000000000008042C000000000000034C000000000008042C000000000000035C000000000000043C000000000000035C000000000000043C000000000000034C000000000008042C000000000000034C0,117669,-37,-20,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-07","2007-10-18",2,2,1,"5203:207","POLYGON((-37 -20,-37 -21,-38 -21,-38 -20,-37 -20))"
0103000020E6100000010000000500000000000000008042C000000000000033C000000000008042C000000000000034C000000000000043C000000000000034C000000000000043C000000000000033C000000000008042C000000000000033C0,113887,-37,-19,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-08","2007-10-19",3,2,1,"5103:497","POLYGON((-37 -19,-37 -20,-38 -20,-38 -19,-37 -19))"
0103000020E6100000010000000500000000000000008042C000000000000032C000000000008042C000000000000033C000000000000043C000000000000033C000000000000043C000000000000032C000000000008042C000000000000032C0,113874,-38,-19,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-08","2007-10-10",2,1,1,"5103:487","POLYGON((-37 -18,-37 -19,-38 -19,-38 -18,-37 -18))"
0103000020E6100000010000000500000000000000008042C000000000000031C000000000008042C000000000000032C000000000000043C000000000000032C000000000000043C000000000000031C000000000008042C000000000000031C0,113868,-38,-17,"Greenland Institute of Natural Resources","Sterna paradisaea","705","2007-10-07","2007-10-14",2,1,1,"5103:477","POLYGON((-37 -17,-37 -18,-38 -18,-38 -17,-37 -17))"
