"geom","oid","longitude","latitude","providers","species","datasets","date_min","date_max","num_records","num_animals","num_species","csquare","geom_wkt"
0103000020E6100000010000000500000000000000004066C0000000000080494000000000006066C0000000000080494000000000006066C00000000000004A4000000000004066C00000000000004A4000000000004066C00000000000804940,6785394,-179,52,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,200,1,"7517:218","POLYGON((-178 51,-179 51,-179 52,-178 52,-178 51))"
0103000020E6100000010000000500000000000000002066C0000000000080494000000000004066C0000000000080494000000000004066C00000000000004A4000000000002066C00000000000004A4000000000002066C00000000000804940,6785377,-178,52,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,13,1,"7517:217","POLYGON((-177 51,-178 51,-178 52,-177 52,-177 51))"
0103000020E6100000010000000500000000000000000066C0000000000080494000000000002066C0000000000080494000000000002066C00000000000004A4000000000000066C00000000000004A4000000000000066C00000000000804940,6785361,-177,52,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,6,1,"7517:216","POLYGON((-176 51,-177 51,-177 52,-176 52,-176 51))"
0103000020E6100000010000000500000000000000004065C00000000000804F4000000000006065C00000000000804F4000000000006065C0000000000000504000000000004065C0000000000000504000000000004065C00000000000804F40,6785762,-170,63,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,194,1,"7617:130","POLYGON((-170 63,-171 63,-171 64,-170 64,-170 63))"
0103000020E610000001000000050000000000000000C064C00000000000804D400000000000E064C00000000000804D400000000000E064C00000000000004E400000000000C064C00000000000004E400000000000C064C00000000000804D40,6785281,-166,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,152,1,"7516:496","POLYGON((-166 59,-167 59,-167 60,-166 60,-166 59))"
0103000020E610000001000000050000000000000000C064C00000000000004E400000000000E064C00000000000004E400000000000E064C00000000000804E400000000000C064C00000000000804E400000000000C064C00000000000004E40,6785598,-167,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",3,55,1,"7616:206","POLYGON((-166 60,-167 60,-167 61,-166 61,-166 60))"
0103000020E610000001000000050000000000000000A064C00000000000804E400000000000C064C00000000000804E400000000000C064C00000000000004F400000000000A064C00000000000004F400000000000A064C00000000000804E40,6785609,-166,62,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,30,1,"7616:215","POLYGON((-165 61,-166 61,-166 62,-165 62,-165 61))"
0103000020E6100000010000000500000000000000008064C000000000000050400000000000A064C000000000000050400000000000A064C0000000000040504000000000008064C0000000000040504000000000008064C00000000000005040,6785594,-165,65,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,29,1,"7616:144","POLYGON((-164 64,-165 64,-165 65,-164 65,-164 64))"
0103000020E6100000010000000500000000000000006064C0000000000080504000000000008064C0000000000080504000000000008064C00000000000C0504000000000006064C00000000000C0504000000000006064C00000000000805040,6785671,-164,66,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,20,1,"7616:363","POLYGON((-163 66,-164 66,-164 67,-163 67,-163 66))"
0103000020E6100000010000000500000000000000006064C00000000000C0504000000000008064C00000000000C0504000000000008064C0000000000000514000000000006064C0000000000000514000000000006064C00000000000C05040,6785680,-164,67,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",3,170,1,"7616:373","POLYGON((-163 67,-164 67,-164 68,-163 68,-163 67))"
0103000020E6100000010000000500000000000000006064C0000000000040514000000000008064C0000000000040514000000000008064C0000000000080514000000000006064C0000000000080514000000000006064C00000000000405140,6785687,-163,70,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",5,28,1,"7616:393","POLYGON((-163 69,-164 69,-164 70,-163 70,-163 69))"
0103000020E6100000010000000500000000000000004064C00000000000C0504000000000006064C00000000000C0504000000000006064C0000000000000514000000000004064C0000000000000514000000000004064C00000000000C05040,6785676,-163,67,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,30,1,"7616:372","POLYGON((-162 67,-163 67,-163 68,-162 68,-162 67))"
0103000020E6100000010000000500000000000000004064C0000000000040514000000000006064C0000000000040514000000000006064C0000000000080514000000000004064C0000000000080514000000000004064C00000000000405140,6785684,-163,70,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,6,1,"7616:392","POLYGON((-162 69,-163 69,-163 70,-162 70,-162 69))"
0103000020E6100000010000000500000000000000004064C0000000000080514000000000006064C0000000000080514000000000006064C00000000000C0514000000000004064C00000000000C0514000000000004064C00000000000805140,6785924,-162,70,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,38,1,"7716:102","POLYGON((-162 70,-163 70,-163 71,-162 71,-162 70))"
0103000020E6100000010000000500000000000000002064C00000000000804B4000000000004064C00000000000804B4000000000004064C00000000000004C4000000000002064C00000000000004C4000000000002064C00000000000804B40,6785195,-161,56,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,126,1,"7516:351","POLYGON((-161 55,-162 55,-162 56,-161 56,-161 55))"
0103000020E6100000010000000500000000000000002064C00000000000004C4000000000004064C00000000000004C4000000000004064C00000000000804C4000000000002064C00000000000804C4000000000002064C00000000000004C40,6785223,-161,56,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,1100,1,"7516:361","POLYGON((-161 56,-162 56,-162 57,-161 57,-161 56))"
0103000020E6100000010000000500000000000000002064C00000000000804D4000000000004064C00000000000804D4000000000004064C00000000000004E4000000000002064C00000000000004E4000000000002064C00000000000804D40,6785254,-162,59,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,50,1,"7516:391","POLYGON((-161 59,-162 59,-162 60,-161 60,-161 59))"
0103000020E6100000010000000500000000000000002064C00000000000804F4000000000004064C00000000000804F4000000000004064C0000000000000504000000000002064C0000000000000504000000000002064C00000000000804F40,6785557,-161,64,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,12,1,"7616:131","POLYGON((-161 63,-162 63,-162 64,-161 64,-161 63))"
0103000020E6100000010000000500000000000000002064C0000000000080504000000000004064C0000000000080504000000000004064C00000000000C0504000000000002064C00000000000C0504000000000002064C00000000000805040,6785654,-161,66,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,20,1,"7616:361","POLYGON((-161 66,-162 66,-162 67,-161 67,-161 66))"
0103000020E6100000010000000500000000000000002064C0000000000080514000000000004064C0000000000080514000000000004064C00000000000C0514000000000002064C00000000000C0514000000000002064C00000000000805140,6785921,-161,70,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,48,1,"7716:101","POLYGON((-161 70,-162 70,-162 71,-161 71,-161 70))"
0103000020E6100000010000000500000000000000000064C00000000000804B4000000000002064C00000000000804B4000000000002064C00000000000004C4000000000000064C00000000000004C4000000000000064C00000000000804B40,6785181,-161,56,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,600,1,"7516:350","POLYGON((-160 55,-161 55,-161 56,-160 56,-160 55))"
0103000020E6100000010000000500000000000000000064C00000000000004C4000000000002064C00000000000004C4000000000002064C00000000000804C4000000000000064C00000000000804C4000000000000064C00000000000004C40,6785216,-161,56,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,80,1,"7516:360","POLYGON((-160 56,-161 56,-161 57,-160 57,-160 56))"
0103000020E610000001000000050000000000000000E063C00000000000804B4000000000000064C00000000000804B4000000000000064C00000000000004C400000000000E063C00000000000004C400000000000E063C00000000000804B40,6784896,-159,56,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,80,1,"7515:459","POLYGON((-159 55,-160 55,-160 56,-159 56,-159 55))"
0103000020E610000001000000050000000000000000C063C00000000000004C400000000000E063C00000000000004C400000000000E063C00000000000804C400000000000C063C00000000000804C400000000000C063C00000000000004C40,6784947,-159,57,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,30,1,"7515:468","POLYGON((-158 56,-159 56,-159 57,-158 57,-158 56))"
0103000020E610000001000000050000000000000000C063C000000000008051400000000000E063C000000000008051400000000000E063C00000000000C051400000000000C063C00000000000C051400000000000C063C00000000000805140,6785913,-158,71,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,50,1,"7715:208","POLYGON((-158 70,-159 70,-159 71,-158 71,-158 70))"
0103000020E610000001000000050000000000000000A063C00000000000804C400000000000C063C00000000000804C400000000000C063C00000000000004D400000000000A063C00000000000004D400000000000A063C00000000000804C40,6784978,-157,57,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,26,1,"7515:477","POLYGON((-157 57,-158 57,-158 58,-157 58,-157 57))"
0103000020E610000001000000050000000000000000A063C00000000000004D400000000000C063C00000000000004D400000000000C063C00000000000804D400000000000A063C00000000000804D400000000000A063C00000000000004D40,6784983,-157,59,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,80,1,"7515:487","POLYGON((-157 58,-158 58,-158 59,-157 59,-157 58))"
0103000020E6100000010000000500000000000000006063C00000000000804B4000000000008063C00000000000804B4000000000008063C00000000000004C4000000000006063C00000000000004C4000000000006063C00000000000804B40,6784851,-156,56,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,300,1,"7515:455","POLYGON((-155 55,-156 55,-156 56,-155 56,-155 55))"
0103000020E6100000010000000500000000000000006063C00000000000004D4000000000008063C00000000000004D4000000000008063C00000000000804D4000000000006063C00000000000804D4000000000006063C00000000000004D40,6784979,-156,59,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,20,1,"7515:485","POLYGON((-155 58,-156 58,-156 59,-155 59,-155 58))"
0103000020E6100000010000000500000000000000006063C00000000000C0514000000000008063C00000000000C0514000000000008063C0000000000000524000000000006063C0000000000000524000000000006063C00000000000C05140,6785915,-155,71,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,130,1,"7715:215","POLYGON((-155 71,-156 71,-156 72,-155 72,-155 71))"
0103000020E6100000010000000500000000000000004063C00000000000004C4000000000006063C00000000000004C4000000000006063C00000000000804C4000000000004063C00000000000804C4000000000004063C00000000000004C40,6784699,-154,57,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",3,1460,1,"7515:364","POLYGON((-154 56,-155 56,-155 57,-154 57,-154 56))"
0103000020E6100000010000000500000000000000004063C00000000000804C4000000000006063C00000000000804C4000000000006063C00000000000004D4000000000004063C00000000000004D4000000000004063C00000000000804C40,6784743,-154,57,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,50,1,"7515:374","POLYGON((-154 57,-155 57,-155 58,-154 58,-154 57))"
0103000020E6100000010000000500000000000000002063C00000000000804C4000000000004063C00000000000804C4000000000004063C00000000000004D4000000000002063C00000000000004D4000000000002063C00000000000804C40,6784733,-154,58,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",5,212,1,"7515:373","POLYGON((-153 57,-154 57,-154 58,-153 58,-153 57))"
0103000020E6100000010000000500000000000000000063C00000000000804C4000000000002063C00000000000804C4000000000002063C00000000000004D4000000000000063C00000000000004D4000000000000063C00000000000804C40,6784715,-152,58,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",3,312,1,"7515:372","POLYGON((-152 57,-153 57,-153 58,-152 58,-152 57))"
0103000020E6100000010000000500000000000000000063C00000000000004D4000000000002063C00000000000004D4000000000002063C00000000000804D4000000000000063C00000000000804D4000000000000063C00000000000004D40,6784770,-152,59,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",6,281,1,"7515:382","POLYGON((-152 58,-153 58,-153 59,-152 59,-152 58))"
0103000020E6100000010000000500000000000000000063C0000000000080514000000000002063C0000000000080514000000000002063C00000000000C0514000000000000063C00000000000C0514000000000000063C00000000000805140,6785912,-153,71,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,4,1,"7715:102","POLYGON((-152 70,-153 70,-153 71,-152 71,-152 70))"
0103000020E610000001000000050000000000000000E062C00000000000804D4000000000000063C00000000000804D4000000000000063C00000000000004E400000000000E062C00000000000004E400000000000E062C00000000000804D40,6784818,-151,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,60,1,"7515:391","POLYGON((-151 59,-152 59,-152 60,-151 60,-151 59))"
0103000020E610000001000000050000000000000000E062C00000000000004E4000000000000063C00000000000004E4000000000000063C00000000000804E400000000000E062C00000000000804E400000000000E062C00000000000004E40,6785535,-151,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",3,172,1,"7615:101","POLYGON((-151 60,-152 60,-152 61,-151 61,-151 60))"
0103000020E610000001000000050000000000000000C062C00000000000804D400000000000E062C00000000000804D400000000000E062C00000000000004E400000000000C062C00000000000004E400000000000C062C00000000000804D40,6784809,-150,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",3,102,1,"7515:390","POLYGON((-150 59,-151 59,-151 60,-150 60,-150 59))"
0103000020E610000001000000050000000000000000C062C00000000000804E400000000000E062C00000000000804E400000000000E062C00000000000004F400000000000C062C00000000000004F400000000000C062C00000000000804E40,6785550,-150,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,27,1,"7615:110","POLYGON((-150 61,-151 61,-151 62,-150 62,-150 61))"
0103000020E610000001000000050000000000000000C062C000000000008051400000000000E062C000000000008051400000000000E062C00000000000C051400000000000C062C00000000000C051400000000000C062C00000000000805140,6785909,-151,70,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,2,1,"7715:100","POLYGON((-150 70,-151 70,-151 71,-150 71,-150 70))"
0103000020E610000001000000050000000000000000A062C00000000000804D400000000000C062C00000000000804D400000000000C062C00000000000004E400000000000A062C00000000000004E400000000000A062C00000000000804D40,6784666,-150,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,150,1,"7514:499","POLYGON((-149 59,-150 59,-150 60,-149 60,-149 59))"
0103000020E610000001000000050000000000000000A062C00000000000004E400000000000C062C00000000000004E400000000000C062C00000000000804E400000000000A062C00000000000804E400000000000A062C00000000000004E40,6785506,-149,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,54,1,"7614:209","POLYGON((-149 60,-150 60,-150 61,-149 61,-149 60))"
0103000020E610000001000000050000000000000000A062C00000000000804E400000000000C062C00000000000804E400000000000C062C00000000000004F400000000000A062C00000000000004F400000000000A062C00000000000804E40,6785526,-149,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",5,60,1,"7614:219","POLYGON((-149 61,-150 61,-150 62,-149 62,-149 61))"
0103000020E610000001000000050000000000000000A062C000000000008051400000000000C062C000000000008051400000000000C062C00000000000C051400000000000A062C00000000000C051400000000000A062C00000000000805140,6785906,-149,71,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",3,22,1,"7714:209","POLYGON((-149 70,-150 70,-150 71,-149 71,-149 70))"
0103000020E6100000010000000500000000000000008062C00000000000004E400000000000A062C00000000000004E400000000000A062C00000000000804E4000000000008062C00000000000804E4000000000008062C00000000000004E40,6785500,-148,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",7,133,1,"7614:208","POLYGON((-148 60,-149 60,-149 61,-148 61,-148 60))"
0103000020E6100000010000000500000000000000008062C00000000000804E400000000000A062C00000000000804E400000000000A062C00000000000004F4000000000008062C00000000000004F4000000000008062C00000000000804E40,6785522,-148,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,110,1,"7614:218","POLYGON((-148 61,-149 61,-149 62,-148 62,-148 61))"
0103000020E6100000010000000500000000000000006062C00000000000804D4000000000008062C00000000000804D4000000000008062C00000000000004E4000000000006062C00000000000004E4000000000006062C00000000000804D40,6784643,-148,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,200,1,"7514:497","POLYGON((-147 59,-148 59,-148 60,-147 60,-147 59))"
0103000020E6100000010000000500000000000000006062C00000000000004E4000000000008062C00000000000004E4000000000008062C00000000000804E4000000000006062C00000000000804E4000000000006062C00000000000004E40,6785491,-147,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",12,241,1,"7614:207","POLYGON((-147 60,-148 60,-148 61,-147 61,-147 60))"
0103000020E6100000010000000500000000000000006062C00000000000804E4000000000008062C00000000000804E4000000000008062C00000000000004F4000000000006062C00000000000004F4000000000006062C00000000000804E40,6785516,-148,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,25,1,"7614:217","POLYGON((-147 61,-148 61,-148 62,-147 62,-147 61))"
0103000020E6100000010000000500000000000000006062C0000000000080514000000000008062C0000000000080514000000000008062C00000000000C0514000000000006062C00000000000C0514000000000006062C00000000000805140,6785901,-148,70,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,4,1,"7714:207","POLYGON((-147 70,-148 70,-148 71,-147 71,-147 70))"
0103000020E6100000010000000500000000000000004062C00000000000004E4000000000006062C00000000000004E4000000000006062C00000000000804E4000000000004062C00000000000804E4000000000004062C00000000000004E40,6785480,-146,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",10,346,1,"7614:206","POLYGON((-146 60,-147 60,-147 61,-146 61,-146 60))"
0103000020E6100000010000000500000000000000004062C00000000000804E4000000000006062C00000000000804E4000000000006062C00000000000004F4000000000004062C00000000000004F4000000000004062C00000000000804E40,6785511,-146,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",5,591,1,"7614:216","POLYGON((-146 61,-147 61,-147 62,-146 62,-146 61))"
0103000020E6100000010000000500000000000000004062C00000000000004F4000000000006062C00000000000004F4000000000006062C00000000000804F4000000000004062C00000000000804F4000000000004062C00000000000004F40,6785528,-147,62,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,34,1,"7614:226","POLYGON((-146 62,-147 62,-147 63,-146 63,-146 62))"
0103000020E6100000010000000500000000000000004062C0000000000080514000000000006062C0000000000080514000000000006062C00000000000C0514000000000004062C00000000000C0514000000000004062C00000000000805140,6785898,-146,70,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",5,34,1,"7714:206","POLYGON((-146 70,-147 70,-147 71,-146 71,-146 70))"
0103000020E6100000010000000500000000000000002062C00000000000004E4000000000004062C00000000000004E4000000000004062C00000000000804E4000000000002062C00000000000804E4000000000002062C00000000000004E40,6785472,-146,61,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,18,1,"7614:205","POLYGON((-145 60,-146 60,-146 61,-145 61,-145 60))"
0103000020E6100000010000000500000000000000002062C0000000000080514000000000004062C0000000000080514000000000004062C00000000000C0514000000000002062C00000000000C0514000000000002062C00000000000805140,6785894,-146,70,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",3,27,1,"7714:205","POLYGON((-145 70,-146 70,-146 71,-145 71,-145 70))"
0103000020E6100000010000000500000000000000000062C00000000000004E4000000000002062C00000000000004E4000000000002062C00000000000804E4000000000000062C00000000000804E4000000000000062C00000000000004E40,6785465,-144,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,600,1,"7614:104","POLYGON((-144 60,-145 60,-145 61,-144 61,-144 60))"
0103000020E610000001000000050000000000000000E061C0000000000080514000000000000062C0000000000080514000000000000062C00000000000C051400000000000E061C00000000000C051400000000000E061C00000000000805140,6785888,-143,70,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,8,1,"7714:103","POLYGON((-143 70,-144 70,-144 71,-143 71,-143 70))"
0103000020E610000001000000050000000000000000A061C00000000000804D400000000000C061C00000000000804D400000000000C061C00000000000004E400000000000A061C00000000000004E400000000000A061C00000000000804D40,6784618,-141,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",2,352,1,"7514:391","POLYGON((-141 59,-142 59,-142 60,-141 60,-141 59))"
0103000020E610000001000000050000000000000000A061C00000000000004E400000000000C061C00000000000004E400000000000C061C00000000000804E400000000000A061C00000000000804E400000000000A061C00000000000004E40,6785456,-141,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,20,1,"7614:101","POLYGON((-141 60,-142 60,-142 61,-141 61,-141 60))"
0103000020E6100000010000000500000000000000008061C00000000000804D400000000000A061C00000000000804D400000000000A061C00000000000004E4000000000008061C00000000000004E4000000000008061C00000000000804D40,6784615,-140,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,60,1,"7514:390","POLYGON((-140 59,-141 59,-141 60,-140 60,-140 59))"
0103000020E6100000010000000500000000000000006061C00000000000804D4000000000008061C00000000000804D4000000000008061C00000000000004E4000000000006061C00000000000004E4000000000006061C00000000000804D40,6784610,-139,60,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",10,848,1,"7513:499","POLYGON((-139 59,-140 59,-140 60,-139 60,-139 59))"
0103000020E6100000010000000500000000000000004061C00000000000804D4000000000006061C00000000000804D4000000000006061C00000000000004E4000000000004061C00000000000004E4000000000004061C00000000000804D40,6784603,-139,59,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,126,1,"7513:498","POLYGON((-138 59,-139 59,-139 60,-138 60,-138 59))"
0103000020E6100000010000000500000000000000000061C00000000000004D4000000000002061C00000000000004D4000000000002061C00000000000804D4000000000000061C00000000000804D4000000000000061C00000000000004D40,6784585,-136,59,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",8,139,1,"7513:486","POLYGON((-136 58,-137 58,-137 59,-136 59,-136 58))"
0103000020E610000001000000050000000000000000E060C00000000000004D4000000000000061C00000000000004D4000000000000061C00000000000804D400000000000E060C00000000000804D400000000000E060C00000000000004D40,6784577,-136,59,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,19,1,"7513:485","POLYGON((-135 58,-136 58,-136 59,-135 59,-135 58))"
0103000020E610000001000000050000000000000000C060C00000000000004D400000000000E060C00000000000004D400000000000E060C00000000000804D400000000000C060C00000000000804D400000000000C060C00000000000004D40,6784539,-135,58,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",4,154,1,"7513:384","POLYGON((-134 58,-135 58,-135 59,-134 59,-134 58))"
0103000020E6100000010000000500000000000000008060C00000000000004C400000000000A060C00000000000004C400000000000A060C00000000000804C4000000000008060C00000000000804C4000000000008060C00000000000004C40,6784532,-132,57,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,82,1,"7513:362","POLYGON((-132 56,-133 56,-133 57,-132 57,-132 56))"
0103000020E6100000010000000500000000000000008060C00000000000804C400000000000A060C00000000000804C400000000000A060C00000000000004D4000000000008060C00000000000004D4000000000008060C00000000000804C40,6784537,-133,57,"U.S. Fish and Wildlife Service, Division of Migratory Bird Management","Sterna paradisaea","270","2004-07-01","2004-07-01",1,105,1,"7513:372","POLYGON((-132 57,-133 57,-133 58,-132 58,-132 57))"
0103000020E610000001000000050000000000000000C05FC0000000000080484000000000000060C0000000000080484000000000000060C000000000000049400000000000C05FC000000000000049400000000000C05FC00000000000804840,6739277,-128,50,"Minerals Management Service","Sterna paradisaea","42","1989-08-21","1989-08-21",2,2,1,"7412:497","POLYGON((-127 49,-128 49,-128 50,-127 50,-127 49))"
0103000020E610000001000000050000000000000000805FC000000000000047400000000000C05FC000000000000047400000000000C05FC000000000008047400000000000805FC000000000008047400000000000805FC00000000000004740,6742530,-126,46,"Minerals Management Service","Sterna paradisaea","46","1989-09-17","1989-09-17",2,3,1,"7412:466","POLYGON((-126 46,-127 46,-127 47,-126 47,-126 46))"
0103000020E610000001000000050000000000000000405FC000000000000044400000000000805FC000000000000044400000000000805FC000000000008044400000000000405FC000000000008044400000000000405FC00000000000004440,6738500,-126,40,"Minerals Management Service","Sterna paradisaea","41","1980-09-25","1980-09-25",1,1,1,"7412:205","POLYGON((-125 40,-126 40,-126 41,-125 41,-125 40))"
0103000020E610000001000000050000000000000000405FC000000000000046400000000000805FC000000000000046400000000000805FC000000000008046400000000000405FC000000000008046400000000000405FC00000000000004640,6738972,-125,45,"Minerals Management Service","Sterna paradisaea","42","1989-08-10","1989-08-11",7,9,1,"7412:245","POLYGON((-125 44,-126 44,-126 45,-125 45,-125 44))"
0103000020E610000001000000050000000000000000405FC000000000000047400000000000805FC000000000000047400000000000805FC000000000008047400000000000405FC000000000008047400000000000405FC00000000000004740,6742480,-126,46,"Minerals Management Service","Sterna paradisaea","46","1989-07-26","1989-09-17",2,2,1,"7412:465","POLYGON((-125 46,-126 46,-126 47,-125 47,-125 46))"
